100 2462
75 77 15
75 80 19
75 83 15
75 84 8
75 90 17
75 91 17
75 93 4
75 96 6
75 97 17
75 99 4
76 82 6
76 83 9
76 84 6
76 85 8
76 87 16
76 88 15
76 90 8
76 93 4
76 97 20
76 98 13
76 99 2
77 81 13
77 82 19
77 84 11
77 85 5
77 86 3
77 88 12
77 91 19
77 92 16
77 97 18
77 98 4
78 79 3
78 80 6
78 83 2
78 85 10
78 86 11
78 91 2
78 92 1
78 93 2
78 94 17
78 95 14
78 96 2
78 98 11
78 99 3
79 82 9
79 85 4
79 87 4
79 89 16
79 91 19
79 93 16
79 95 12
79 96 12
79 98 16
80 82 11
80 86 13
80 88 4
80 89 16
80 90 13
80 92 18
80 93 1
80 95 20
80 96 18
81 83 10
81 87 7
81 88 7
81 89 10
81 92 6
81 93 6
81 97 13
81 98 11
82 84 16
82 86 1
82 88 1
82 91 14
82 92 4
82 95 6
82 96 18
82 99 12
83 85 5
83 86 1
83 89 6
83 95 2
83 96 6
83 97 2
83 99 2
84 87 15
84 88 2
84 89 17
84 93 14
84 94 17
84 96 14
84 98 11
84 99 2
85 86 20
85 90 11
85 91 8
85 93 13
85 95 15
85 96 7
85 99 6
86 89 19
86 90 20
86 93 11
86 96 15
87 89 13
87 92 8
87 93 16
87 97 9
87 98 1
88 99 20
89 94 17
89 97 14
89 98 18
90 91 16
90 93 7
91 92 15
91 95 8
91 96 1
91 97 3
91 98 16
92 93 10
92 94 3
92 96 8
92 97 8
92 99 18
93 94 9
93 95 9
93 96 14
93 98 13
96 97 3
97 98 20
